Genomes	strain	ST	ID	length	replicon	K_locus	K_type	K_locus_confidence	AGly_acquired	Col_acquired	Fcyn_acquired	Flq_acquired	Gly_acquired	MLS_acquired	Phe_acquired	Rif_acquired	Sul_acquired	Tet_acquired	Tgc_acquired	Tmt_acquired	Bla_acquired	Bla_inhR_acquired	Bla_ESBL_acquired	Bla_ESBL_inhR_acquired	Bla_Carb_acquired	iucA	iucB	iucC	iucD	iutA	iroB	iroC	iroD	iroN	rmpA	rmpD	rmpC	rmpA2
534	GCA_012972045.1_ASM1297204v1_genomic	ST307	CP052617.1	305	-	KL102	unknown (KL102)	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
534	GCA_012972045.1_ASM1297204v1_genomic	ST307	CP052618.1	235	-	KL102	unknown (KL102)	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
535	GCA_012972085.1_ASM1297208v1_genomic	ST789	CP052620.1	210392	IncFIB(K),IncFII	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
535	GCA_012972085.1_ASM1297208v1_genomic	ST789	CP052621.1	114775	-	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
535	GCA_012972085.1_ASM1297208v1_genomic	ST789	CP052622.1	88165	IncFIA(HI1),IncR	KL18	K18	Very high	aac(6')-Ib-cr.v2;aadA16*	-	-	-	-	-	-	arr-3	sul1	-	-	dfrA27	-	-	CTX-M-15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
535	GCA_012972085.1_ASM1297208v1_genomic	ST789	CP052623.1	9294	ColRNAI	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
535	GCA_012972085.1_ASM1297208v1_genomic	ST789	CP052624.1	4654	Col440I	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
535	GCA_012972085.1_ASM1297208v1_genomic	ST789	CP052625.1	2762	Col440I	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
535	GCA_012972085.1_ASM1297208v1_genomic	ST789	CP052626.1	1952	-	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
536	GCA_012972125.1_ASM1297212v1_genomic	ST789	CP052628.1	210392	IncFIB(K),IncFII	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
536	GCA_012972125.1_ASM1297212v1_genomic	ST789	CP052629.1	113709	-	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
536	GCA_012972125.1_ASM1297212v1_genomic	ST789	CP052630.1	94972	IncFIA(HI1),IncR	KL18	K18	Very high	aac(6')-Ib-cr.v2;aadA16*	-	-	qnrB6^	-	-	-	arr-3	sul1;sul1	-	-	dfrA27	-	-	CTX-M-15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
536	GCA_012972125.1_ASM1297212v1_genomic	ST789	CP052631.1	9294	ColRNAI	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
536	GCA_012972125.1_ASM1297212v1_genomic	ST789	CP052632.1	4654	Col440I	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
536	GCA_012972125.1_ASM1297212v1_genomic	ST789	CP052633.1	2762	Col440I	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
536	GCA_012972125.1_ASM1297212v1_genomic	ST789	CP052634.1	1952	-	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
537	GCA_012972165.1_ASM1297216v1_genomic	ST789	CP052655.1	188675	IncFIB(K),IncFII	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
537	GCA_012972165.1_ASM1297216v1_genomic	ST789	CP052656.1	113688	-	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
537	GCA_012972165.1_ASM1297216v1_genomic	ST789	CP052657.1	73333	IncFIA(HI1),IncR	KL18	K18	Very high	aac(6')-Ib-cr.v2;aadA16*;strA.v1*;strB.v1*	-	-	-	-	-	catII.2*	arr-3	sul1;sul2	-	-	dfrA27	-	-	CTX-M-15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
537	GCA_012972165.1_ASM1297216v1_genomic	ST789	CP052658.1	10122	ColRNAI	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
537	GCA_012972165.1_ASM1297216v1_genomic	ST789	CP052659.1	4654	Col440I	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
537	GCA_012972165.1_ASM1297216v1_genomic	ST789	CP052660.1	2762	Col440I	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
537	GCA_012972165.1_ASM1297216v1_genomic	ST789	CP052661.1	1952	-	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
538	GCA_012972395.1_ASM1297239v1_genomic	ST147	CP052663.1	209119	-	KL64	K64	Perfect	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
538	GCA_012972395.1_ASM1297239v1_genomic	ST147	CP052664.1	207838	IncFIB(K)	KL64	K64	Perfect	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
538	GCA_012972395.1_ASM1297239v1_genomic	ST147	CP052665.1	129220	IncFII	KL64	K64	Perfect	strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	-	-	sul2	tet(A).v1	-	dfrA14.v1^	TEM-1D.v1^	-	CTX-M-15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
538	GCA_012972395.1_ASM1297239v1_genomic	ST147	CP052666.1	42070	IncR	KL64	K64	Perfect	strA.v1^;strB.v1	-	-	-	-	-	-	-	sul2	-	-	-	TEM-1D.v1^	-	CTX-M-15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
538	GCA_012972395.1_ASM1297239v1_genomic	ST147	CP052667.1	35553	-	KL64	K64	Perfect	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
538	GCA_012972395.1_ASM1297239v1_genomic	ST147	CP052668.1	5805	-	KL64	K64	Perfect	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
538	GCA_012972395.1_ASM1297239v1_genomic	ST147	CP052669.1	356	-	KL64	K64	Perfect	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
538	GCA_012972395.1_ASM1297239v1_genomic	ST147	CP052670.1	279	-	KL64	K64	Perfect	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
539	GCA_012972405.1_ASM1297240v1_genomic	ST789	CP052672.1	313669	IncFIB(K),IncFIB(pKPHS1),IncFII	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
539	GCA_012972405.1_ASM1297240v1_genomic	ST789	CP052673.1	57885	IncFIA(HI1),IncR	KL18	K18	Very high	aac(6')-Ib-cr.v2;aadA16*	-	-	-	-	-	-	arr-3	sul1	-	-	dfrA27	-	-	CTX-M-15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
539	GCA_012972405.1_ASM1297240v1_genomic	ST789	CP052674.1	10071	ColRNAI	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
539	GCA_012972405.1_ASM1297240v1_genomic	ST789	CP052675.1	4654	Col440I	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
539	GCA_012972405.1_ASM1297240v1_genomic	ST789	CP052676.1	3511	Col440I,Col440II	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
539	GCA_012972405.1_ASM1297240v1_genomic	ST789	CP052677.1	2762	Col440I	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
539	GCA_012972405.1_ASM1297240v1_genomic	ST789	CP052678.1	1952	-	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
540	GCA_012972385.1_ASM1297238v1_genomic	ST789	CP052680.1	196307	IncFIB(K),IncFII	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
540	GCA_012972385.1_ASM1297238v1_genomic	ST789	CP052681.1	113709	-	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
540	GCA_012972385.1_ASM1297238v1_genomic	ST789	CP052682.1	61838	IncFIA(HI1),IncR	KL18	K18	Very high	aac(6')-Ib-cr.v2;aadA16*	-	-	qnrB6^	-	-	-	arr-3	sul1;sul1	-	-	dfrA27	-	-	CTX-M-15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
540	GCA_012972385.1_ASM1297238v1_genomic	ST789	CP052683.1	10071	ColRNAI	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
540	GCA_012972385.1_ASM1297238v1_genomic	ST789	CP052684.1	4654	Col440I	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
540	GCA_012972385.1_ASM1297238v1_genomic	ST789	CP052685.1	2762	Col440I	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
540	GCA_012972385.1_ASM1297238v1_genomic	ST789	CP052686.1	1952	-	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
541	GCA_012972445.1_ASM1297244v1_genomic	ST789	CP052688.1	162985	IncFIB(K),IncFII	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
541	GCA_012972445.1_ASM1297244v1_genomic	ST789	CP052689.1	113689	-	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
541	GCA_012972445.1_ASM1297244v1_genomic	ST789	CP052690.1	80827	IncFIA(HI1),IncR	KL18	K18	Very high	aac(6')-Ib-cr.v2;aadA16*;strA.v1*;strB.v1*	-	-	qnrB6^	-	-	catII.2*	arr-3	sul1;sul2	tet(D)	-	dfrA27	-	-	CTX-M-15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
541	GCA_012972445.1_ASM1297244v1_genomic	ST789	CP052691.1	10071	ColRNAI	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
541	GCA_012972445.1_ASM1297244v1_genomic	ST789	CP052692.1	4654	Col440I	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
541	GCA_012972445.1_ASM1297244v1_genomic	ST789	CP052693.1	2762	Col440I	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
541	GCA_012972445.1_ASM1297244v1_genomic	ST789	CP052694.1	1952	-	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
541	GCA_012972445.1_ASM1297244v1_genomic	ST789	CP052695.1	828	-	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
541	GCA_012972445.1_ASM1297244v1_genomic	ST789	CP052696.1	433	-	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
541	GCA_012972445.1_ASM1297244v1_genomic	ST789	CP052697.1	324	-	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
542	GCA_012972345.1_ASM1297234v1_genomic	ST789	CP052699.1	213940	IncFIB(K),IncFII	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
542	GCA_012972345.1_ASM1297234v1_genomic	ST789	CP052700.1	113709	-	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
542	GCA_012972345.1_ASM1297234v1_genomic	ST789	CP052701.1	61836	IncFIA(HI1),IncR	KL18	K18	Very high	aac(6')-Ib-cr.v2;aadA16*	-	-	qnrB6^	-	-	-	arr-3	sul1;sul1	-	-	dfrA27	-	-	CTX-M-15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
542	GCA_012972345.1_ASM1297234v1_genomic	ST789	CP052702.1	10071	ColRNAI	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
542	GCA_012972345.1_ASM1297234v1_genomic	ST789	CP052703.1	4654	Col440I	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
542	GCA_012972345.1_ASM1297234v1_genomic	ST789	CP052704.1	2762	Col440I	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
542	GCA_012972345.1_ASM1297234v1_genomic	ST789	CP052705.1	1952	-	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
543	GCA_012972305.1_ASM1297230v1_genomic	ST307	CP052728.1	221763	-	KL102	unknown (KL102)	Very high	-	-	-	-	-	-	-	-	sul1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
543	GCA_012972305.1_ASM1297230v1_genomic	ST307	CP052729.1	202199	IncFIB(K),IncFII	KL102	unknown (KL102)	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
543	GCA_012972305.1_ASM1297230v1_genomic	ST307	CP052730.1	89259	IncFIB(pQil),IncFII	KL102	unknown (KL102)	Very high	-	-	-	qnrS1	-	-	-	-	-	-	-	-	TEM-1D.v1^	-	CTX-M-15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
543	GCA_012972305.1_ASM1297230v1_genomic	ST307	CP052731.1	35554	-	KL102	unknown (KL102)	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
543	GCA_012972305.1_ASM1297230v1_genomic	ST307	CP052732.1	21058	-	KL102	unknown (KL102)	Very high	aadA2^	-	-	qnrA1^	-	-	-	-	sul1	-	-	dfrA12	TEM-1D.v1^	-	CTX-M-15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
543	GCA_012972305.1_ASM1297230v1_genomic	ST307	CP052733.1	3991	ColRNAI	KL102	unknown (KL102)	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
543	GCA_012972305.1_ASM1297230v1_genomic	ST307	CP052734.1	2154	-	KL102	unknown (KL102)	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
543	GCA_012972305.1_ASM1297230v1_genomic	ST307	CP052735.1	1134	-	KL102	unknown (KL102)	Very high	-	-	-	-	-	-	-	-	sul1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
544	GCA_012972325.1_ASM1297232v1_genomic	ST789	CP052737.1	269331	-	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
544	GCA_012972325.1_ASM1297232v1_genomic	ST789	CP052738.1	187478	IncFIB(K),IncFII	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
544	GCA_012972325.1_ASM1297232v1_genomic	ST789	CP052739.1	113688	-	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
544	GCA_012972325.1_ASM1297232v1_genomic	ST789	CP052740.1	51480	IncFIA(HI1),IncR	KL18	K18	Very high	strA.v1*;strB.v1*	-	-	-	-	-	catII.2*	-	sul2	-	-	-	-	-	CTX-M-15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
544	GCA_012972325.1_ASM1297232v1_genomic	ST789	CP052741.1	10085	ColRNAI	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
544	GCA_012972325.1_ASM1297232v1_genomic	ST789	CP052742.1	4654	Col440I	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
544	GCA_012972325.1_ASM1297232v1_genomic	ST789	CP052743.1	2762	Col440I	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
544	GCA_012972325.1_ASM1297232v1_genomic	ST789	CP052744.1	1952	-	KL18	K18	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
545	GCA_016804025.1_ASM1680402v1_genomic	ST11	CP053017.1	169824	IncFII(pHN7A8),IncR	KL47	K47	Very high	rmtB	-	fosA3	-	-	-	catII.2*	-	-	-	-	-	TEM-1D.v1^	-	CTX-M-65	-	KPC-2	-	-	-	-	-	-	-	-	-	-	-	-	-
545	GCA_016804025.1_ASM1680402v1_genomic	ST11	CP053018.1	220791	IncFIB(K),IncFII	KL47	K47	Very high	aac(3)-IId^;aph3-Ia.v1^	-	-	qnrS1	-	mphA	-	-	sul1	tet(A).v1	-	dfrA1.v1	LAP-2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
545	GCA_016804025.1_ASM1680402v1_genomic	ST11	CP053019.1	10060	ColRNAI	KL47	K47	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
545	GCA_016804025.1_ASM1680402v1_genomic	ST11	CP053020.1	5596	ColRNAI	KL47	K47	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
546	GCA_014524525.1_ASM1452452v1_genomic	ST15	CP053036.1	248660	IncFIB(K),IncFII	unknown (KL112)	unknown (KL112)	None	aadA2^	-	-	-	-	mphA	catA1^	-	sul1	-	-	dfrA12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
546	GCA_014524525.1_ASM1452452v1_genomic	ST15	CP053037.1	85168	IncFIA(HI1)	unknown (KL112)	unknown (KL112)	None	aac(6')-Ib-cr.v2;strA.v1^;strB.v1	-	-	-	-	-	CatB4.v1	-	sul2	-	-	dfrA14.v1^	-	-	CTX-M-15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
546	GCA_014524525.1_ASM1452452v1_genomic	ST15	CP053038.1	53270	IncL/M(pOXA-48)	unknown (KL112)	unknown (KL112)	None	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
546	GCA_014524525.1_ASM1452452v1_genomic	ST15	CP053039.1	8312	IncQ1	unknown (KL112)	unknown (KL112)	None	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	KPC-2	-	-	-	-	-	-	-	-	-	-	-	-	-
546	GCA_014524525.1_ASM1452452v1_genomic	ST15	CP053040.1	4167	Col440I	unknown (KL112)	unknown (KL112)	None	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
546	GCA_014524525.1_ASM1452452v1_genomic	ST15	CP053041.1	3301	ColRNAI	unknown (KL112)	unknown (KL112)	None	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
547	GCA_002967795.2_ASM296779v2_genomic	ST11	CP053365.1	329160	IncA/C2,IncFIB(K),IncFII	KL14	K14	High	aac(6')-Ib3^;aph(3')-VI;rmtC	-	-	qnrB1.v1	-	mphA	catA1^	-	sul1	-	-	dfrA14.v2*	CMY-6	-	-	-	NDM-1	-	-	-	-	-	-	-	-	-	-	-	-	-
547	GCA_002967795.2_ASM296779v2_genomic	ST11	CP053366.1	40446	-	KL14	K14	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
547	GCA_002967795.2_ASM296779v2_genomic	ST11	CP053367.1	3404	ColRNAI	KL14	K14	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
547	GCA_002967795.2_ASM296779v2_genomic	ST11	CP053368.1	3036	ColRNAI	KL14	K14	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
548	GCA_011742585.2_ASM1174258v2_genomic	ST2096	CP053766.1	307718	IncFIB(Mar),IncHI1B	KL64	K64	Perfect	aadA2^;armA	-	-	-	-	mphE.v2^;msrE	-	-	sul1	tet(D)	-	dfrA12	TEM-1D.v1^	-	CTX-M-15	-	-	1	1	1	1	1	-	-	-	-	-	-	-	rmpA2_8-60%
548	GCA_011742585.2_ASM1174258v2_genomic	ST2096	CP053767.1	211810	IncFIB(K),IncFII	KL64	K64	Perfect	-	-	-	-	-	-	catA1^	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
548	GCA_011742585.2_ASM1174258v2_genomic	ST2096	CP053768.1	97846	IncFII	KL64	K64	Perfect	aadA2^;rmtB	-	-	-	-	ermB.v1*;mphA?	-	-	sul1	-	-	dfrA12	-	-	-	-	NDM-5	-	-	-	-	-	-	-	-	-	-	-	-	-
548	GCA_011742585.2_ASM1174258v2_genomic	ST2096	CP053769.1	9730	ColRNAI	KL64	K64	Perfect	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
548	GCA_011742585.2_ASM1174258v2_genomic	ST2096	CP053770.1	1702	-	KL64	K64	Perfect	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
549	GCA_011742415.2_ASM1174241v2_genomic	ST2096	CP053772.1	317680	IncFIB(Mar),IncHI1B	KL64	K64	Very high	aac(6')-Ib-cr.v2;aadA2^;armA	-	-	-	-	mphE.v2^;msrE	CatB4.v1	-	sul1	tet(D)	-	dfrA12;dfrA14.v1^	OXA-1*;TEM-1D.v1^	-	CTX-M-15	-	-	1	1	1*	1	1	-	-	-	-	-	-	-	rmpA2_8-60%
549	GCA_011742415.2_ASM1174241v2_genomic	ST2096	CP053773.1	105455	IncFIB(K)	KL64	K64	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
549	GCA_011742415.2_ASM1174241v2_genomic	ST2096	CP053774.1	11154	ColKP3,ColKP3	KL64	K64	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-232	-	-	-	-	-	-	-	-	-	-	-	-	-
549	GCA_011742415.2_ASM1174241v2_genomic	ST2096	CP053775.1	9730	ColRNAI	KL64	K64	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
549	GCA_011742415.2_ASM1174241v2_genomic	ST2096	CP053776.1	8811	ColKP3,ColKP3	KL64	K64	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
549	GCA_011742415.2_ASM1174241v2_genomic	ST2096	CP053777.1	8051	ColKP3	KL64	K64	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
549	GCA_011742415.2_ASM1174241v2_genomic	ST2096	CP053778.1	6030	ColKP3	KL64	K64	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-232	-	-	-	-	-	-	-	-	-	-	-	-	-
549	GCA_011742415.2_ASM1174241v2_genomic	ST2096	CP053779.1	5850	ColKP3	KL64	K64	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
549	GCA_011742415.2_ASM1174241v2_genomic	ST2096	CP053780.1	4167	Col440I	KL64	K64	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
550	GCA_013283935.1_ASM1328393v1_genomic	ST1764	CP054064.1	211588	IncFIB(K)	KL64	K64	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1*-0%	1	1	1	1	1	1	1	1	2	2	2	rmpA2_6*-55%
551	GCA_011742515.2_ASM1174251v2_genomic	ST437	CP054171.1	92972	IncFII	KL36	K36	Very high	rmtB	-	-	-	-	ermB.v1*;mphA?	-	-	sul1	-	-	-	TEM-1D.v1^	-	-	-	NDM-5	-	-	-	-	-	-	-	-	-	-	-	-	-
